"Pergunta","Posição","tags","deck"
"Qual é a complicação mais grave da doença de Kawasaki?<br>{{c1::Aneurisma de artéria coronária.<br><img src=""DenissonC_FC_018.jpg"">}}","11"," Estratégia::Pediatria::Doença_de_Kawasaki::05.Complicações ","Estratégia"
"Que fármacos são indicados no tratamento da doença de Kawasaki?<br>{{c1::Imunoglobulina + AAS.}}","10"," Estratégia::Pediatria::Doença_de_Kawasaki::04.Tratamento ","Estratégia"
"Qual é a característica clínica da conjuntivite da doença de Kawasaki?<br>{{c1::Conjuntivite bilateral não exsudativa.<br><img data-editor-shrink=""true"" src=""paste-731c561c71193f4b1826c6ec8bfb26d07b028771.jpg"">}}","04"," Estratégia::Pediatria::Doença_de_Kawasaki::02.Quadro_Clínico ","Estratégia"
"Quais são as duas vasculites mais comuns da infância?<br>{{c1::<br><ol><li>Vasculite por IgA.</li><li>Doença de Kawasaki.</li></ol><img src=""DilsonM_Reu_Leg_005.jpg"">}}","01"," Estratégia::Pediatria::Doença_de_Kawasaki::01.Introdução ","Estratégia"
"Quais são o calibre e o tipo de vaso sanguíneo acometidos na doença de Kawasaki?<br>{{c1::Artérias de médio calibre.<br><img src=""DilsonM_Reu_Leg_005.jpg"">}}","03"," Estratégia::Pediatria::Doença_de_Kawasaki::01.Introdução ","Estratégia"
"Qual é a faixa etária típica da doença de Kawasaki?<br>{{c1::Crianças &lt; 5 anos.}}","02"," Estratégia::Pediatria::Doença_de_Kawasaki::01.Introdução ","Estratégia"
"Que patologia reumatológica tem, como principal complicação, o aneurisma coronariano?<br><img src=""paste-16aa88982d614e8f7e54ca812a847772c27e818a.png""><br>{{c1::Doença de Kawasaki.}}","12"," Estratégia::Pediatria::Doença_de_Kawasaki::05.Complicações ","Estratégia"
"Qual é o sinal/sintoma obrigatório para o diagnóstico da doença de Kawasaki?<br>{{c1::Febre ≥ 5 dias.<br><img data-editor-shrink=""true"" src=""paste-118c3ae9331cb1b29b1cf6473c1ab6645e4a85ad.jpg"">}}","08"," Estratégia::Pediatria::Doença_de_Kawasaki::03.Diagnóstico ","Estratégia"
"Quais são os critérios diagnósticos da doença de Kawasaki?<br>{{c1::Febre&nbsp; + 4 dos 5 critérios a seguir:<br>conjuntivite, <i>rash</i> polimorfo, edema/eritema de extremidades, adenopatia cervical e mucosite.<br><img data-editor-shrink=""true"" src=""paste-118c3ae9331cb1b29b1cf6473c1ab6645e4a85ad.jpg"">}}","09"," Estratégia::Pediatria::Doença_de_Kawasaki::03.Diagnóstico ","Estratégia"
"Qual é o exame indicado para o acompanhamento de complicações da doença de Kawasaki?<br>{{c1::Ecocardiograma.<br><img src=""DenissonC_FC_018.jpg"">}}","13"," Estratégia::Pediatria::Doença_de_Kawasaki::06.Acompanhamento ","Estratégia"
"<b>Diagnóstico provável:</b> criança de 3 anos, febril, exantema polimorfo, conjuntivite não exsudativa, mucosite e adenopatia cervical.<br>{{c1::Doença de Kawasaki.<br><img data-editor-shrink=""true"" src=""paste-118c3ae9331cb1b29b1cf6473c1ab6645e4a85ad.jpg"">}}","07"," Estratégia::Pediatria::Doença_de_Kawasaki::02.Quadro_Clínico ","Estratégia"
"Qual é a característica típica do exantema da doença de Kawasaki?<br>{{c1::Exantema polimorfo.<br><img data-editor-shrink=""true"" src=""paste-01bb339fc24a9c261e1ae997b5660bfb8a9c6717.jpg"">}}","05"," Estratégia::Pediatria::Doença_de_Kawasaki::02.Quadro_Clínico ","Estratégia"
"Tipicamente, que vasculite está associada à lingua em ""framboesa/morango""?<br>{{c1::Doença de Kawasaki.<br><img data-editor-shrink=""true"" src=""paste-89c1eba463ce84bb3cd3912f40d488395dc84005.jpg"">}}","06"," Estratégia::Pediatria::Doença_de_Kawasaki::02.Quadro_Clínico ","Estratégia"
"<b>Diagnóstico provável:</b> mulher jovem com dismenorreia, dispareunia, dor pélvica crônica e infertilidade.<br>{{c1::Endometriose.<br><img data-editor-shrink=""true"" src=""DenissonC_FC_017 - Quadro Clínico da Endometriose.jpg"">}}","15"," Estratégia::Ginecologia::Endometriose::05.Quadro_Clínico ","Estratégia"
"Qual é a definição de endometriose profunda?<br>{{c1::Lesão que penetra ≥ 5 mm no peritônio.}}","02"," Estratégia::Ginecologia::Endometriose::01.Introdução ","Estratégia"
"O que é endometrioma?<br>{{c1::Massa cística ovariana formada por tecido endometrial ectópico (cisto em ""chocolate"").<br>
<figure>
    <img src=""paste-36a9531945afb310010bfe96a55052481700cf27.jpg"">
    <figcaption>Legenda: videolaparoscopia (esquerda) e ultrassom (direita).</figcaption>
</figure><br>}}","03"," Estratégia::Ginecologia::Endometriose::01.Introdução ","Estratégia"
"Qual é a classificação da endometriose segundo a localização dos implantes?<br>{{c1::Peritoneal, ovariana e profunda.<br><img src=""Endometriose.png"">}}","04"," Estratégia::Ginecologia::Endometriose::01.Introdução ","Estratégia"
"Qual é a teoria mais aceita para explicar a endometriose?<br>{{c1::Teoria da menstruação retrógrada + fatores imunológicos.<br><img data-editor-shrink=""true"" src=""paste-95c0ecea7826b8193bc11a1aa351fc0ffc71c182.jpg"">}}","07"," Estratégia::Ginecologia::Endometriose::03.Fisiopatologia ","Estratégia"
"O que diz a teoria imunológica da origem da endometriose?<br>{{c1::O sistema imune da paciente não elimina as células endometriais que refluem na menstruação retrógrada.<br><img data-editor-shrink=""true"" src=""paste-09d0545e29431d327346eb23459894c6c1d13a86.jpg"">}}","09"," Estratégia::Ginecologia::Endometriose::03.Fisiopatologia ","Estratégia"
"<b>Diagnóstico provável:</b> criança com febre persistente, exantema difuso, dor abdominal, diarreia, ↑PCR e quadro prévio de covid-19.<br>{{c1::Síndrome inflamatória multissistêmica pediátrica devido à covid-19 (SIM-P).}}","14"," Estratégia::Pediatria::Doença_de_Kawasaki::07.SIM-P ","Estratégia"
"Qual é o tratamento da síndrome inflamatória multissistêmica pediátrica devido à covid-19 quando os sintomas são similares à doença de Kawasaki?<br>{{c1::AAS + Imunoglobulina.}}","15"," Estratégia::Pediatria::Doença_de_Kawasaki::07.SIM-P ","Estratégia"
"Qual é a neoplasia pélvica mais comum em mulheres?<br>{{c1::Leiomiomas uterinos.<br><img src=""AlexandreM_Gin_Leg_128.jpg"">}}","03"," Estratégia::Ginecologia::Miomatose_Uterina::02.Epidemiologia ","Estratégia"
"Qual é a manifestação clínica tipicamente associada aos miomas submucosos?<br>{{c1::Metrorragia.}}","23"," Estratégia::Ginecologia::Miomatose_Uterina::06.Quadro_Clínico ","Estratégia"
"Qual é a manifestação clínica tipicamente associada aos miomas intramurais?<br>{{c1::Hipermenorragia.}}","24"," Estratégia::Ginecologia::Miomatose_Uterina::06.Quadro_Clínico ","Estratégia"
"Qual é a manifestação clínica tipicamente associada aos miomas subserosos volumosos?<br>{{c1::Dor pélvica (por compressão de estruturas adjacentes).}}","25"," Estratégia::Ginecologia::Miomatose_Uterina::06.Quadro_Clínico ","Estratégia"
"Qual é o exame de escolha para a investigação inicial de miomas uterinos?<br>
{{c1::Ultrassom pélvico ou transvaginal.<br>
<figure>
    <img src=""paste-a19369e55f4147aa32c627b944ee2ee56750af61.png"">
    <figcaption>Legenda: mioma ao ultrassom.</figcaption>
</figure>}}","27"," Estratégia::Ginecologia::Miomatose_Uterina::07.Diagnóstico ","Estratégia"
"Qual é o tratamento para pacientes assintomáticas com miomatose uterina?<br>{{c1::Expectante.}}","30"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::a)Assintomáticas ","Estratégia"
"Qual é a degeneração mais comum dos miomas uterinos?<br>{{c1::Degeneração hialina.}}","16"," Estratégia::Ginecologia::Miomatose_Uterina::05.Degenerações ","Estratégia"
"Que degeneração miomatosa apresenta pior prognóstico?<br>{{c1::Degeneração sarcomatosa.}}","17"," Estratégia::Ginecologia::Miomatose_Uterina::05.Degenerações ","Estratégia"
"Qual é o tratamento de escolha para a maioria dos miomas submucosos sintomáticos?<br>{{c1::Miomectomia histeroscópica (FIGO 0, FIGO 1 e alguns FIGO 2).<br><img src=""AlexandreM_Gin_Leg_122.jpg"">}}","31"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::b)Histeroscopia ","Estratégia"
"Qual é o exame padrão-ouro para avaliação da cavidade uterina?<br>{{c1::Histeroscopia.<br><img src=""AlexandreM_Gin_Leg_122.jpg"">}}","28"," Estratégia::Ginecologia::Miomatose_Uterina::07.Diagnóstico ","Estratégia"
"Quais são os principais objetivos dos agonistas de GnRH no tratamento pré-operatório da miomatose uterina?<br>{{c1::Redução do tamanho do mioma e do sangramento, o que ajuda a aumentar os níveis de hemoglobina.}}","39"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::h)Agonistas_do_GnRH ","Estratégia"
"Qual é a degeneração miomatosa mais comum durante a gestação?<br>{{c1::Degeneração rubra (também chamada de vermelha ou necrobiose asséptica).}}","18"," Estratégia::Ginecologia::Miomatose_Uterina::05.Degenerações ","Estratégia"
"Que localização do mioma uterino está mais relacionada à infertilidade?<br>{{c1::Miomas submucosos.<br>
<figure>
    <img src=""paste-e3501fc06f0ebfc63b4cddd275adeefcb6cd861a.png"">
    <figcaption>Legenda: miomas submucosos</figcaption>
</figure>}}","26"," Estratégia::Ginecologia::Miomatose_Uterina::06.Quadro_Clínico ","Estratégia"
"Qual é a causa mais frequente de indicação de histerectomia?<br>{{c1::Miomatose uterina.}}","04"," Estratégia::Ginecologia::Miomatose_Uterina::02.Epidemiologia ","Estratégia"
"Os leiomiomas uterinos sofrem influência de que hormônios?<br>{{c1::Estrógeno e progesterona.}}","06"," Estratégia::Ginecologia::Miomatose_Uterina::03.Fisiopatologia ","Estratégia"
"Qual é o tratamento indicado para mioma uterino com crescimento rápido pós-menopausa?<br>{{c1::Cirúrgico, mesmo que assintomático (há risco de degeneração sarcomatosa).}}","34"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::e)Histerectomia ","Estratégia"
"Qual é a conduta para mulheres na perimenopausa com miomatose uterina, mas pouco sintomáticas?<br>{{c1::Expectante, pois os miomas costumam regredir pós-menopausa.}}","38"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::g)Perimenopausa ","Estratégia"
"Quais são as definições do mioma parasita e do mioma parido?<br>{{c1::<br><ul><li>Parasita: mioma subseroso que se desprende do útero e se adere a outro órgão.</li><li>Parido: mioma que se exterioriza pelo colo do útero.}}</li></ul>","02"," Estratégia::Ginecologia::Miomatose_Uterina::01.Definição ","Estratégia"
"O que são miomas uterinos?<br>{{c1::Tumores benignos monoclonais originados das células musculares lisas e fibroblastos do miométrio.}}","01"," Estratégia::Ginecologia::Miomatose_Uterina::01.Definição ","Estratégia"
"Qual é a definição de mioma uterino FIGO 0?<br>{{c1::Intracavitário, pediculado.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","07"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 1?<br>{{c1::Submucoso, componente intramural &lt; 50%.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","08"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 2?<br>{{c1::Submucoso, componente intramural&nbsp;≥ 50%.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","09"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;&nbsp;mioma uterino FIGO 3?<br>{{c1::Intramural, tangenciando o endométrio.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","10"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 4?<br>{{c1::Intramural.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","11"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 5?<br>{{c1::Subseroso, componente intramural ≥ 50%.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","12"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 6?<br>{{c1::Subseroso, componente intramural &lt; 50%.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","13"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 7?<br>{{c1::Subseroso pediculado.<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","14"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a definição de&nbsp;mioma uterino FIGO 8?<br>{{c1::Outros miomas (p. ex. cervical ou parasita).<br><img data-editor-shrink=""true"" src=""paste-b86f8dadc6833967046eda9826e0aa5545ff1a5a.jpg"">}}","15"," Estratégia::Ginecologia::Miomatose_Uterina::04.Classificação_FIGO ","Estratégia"
"Qual é a faixa etária em que há maior prevalência de miomatose uterina?<br>{{c1::Entre 35 e 50 anos.<br><img src=""DenissonC_FC_100.jpg"">}}","05"," Estratégia::Ginecologia::Miomatose_Uterina::02.Epidemiologia ","Estratégia"
"Qual é a degeneração miomatosa mais comum após a menopausa?<br>{{c1::Degeneração calcificada.}}","19"," Estratégia::Ginecologia::Miomatose_Uterina::05.Degenerações ","Estratégia"
"Que raça apresenta maior risco para desenvolvimento de miomatose uterina?<br>{{c1::Mulheres negras.<br><img src=""DenissonC_FC_100.jpg"">}}","20"," Estratégia::Ginecologia::Miomatose_Uterina::06.Fatores_de_Risco ","Estratégia"
"O que é fator de risco para os miomas uterinos: nuliparidade ou multiparidade?<br>{{c1::Mulheres nulíparas.}}","21"," Estratégia::Ginecologia::Miomatose_Uterina::06.Fatores_de_Risco ","Estratégia"
"Qual é a relação entre tabagismo e risco de miomatose uterina?<br>{{c1::Tabagismo reduz o risco.}}","22"," Estratégia::Ginecologia::Miomatose_Uterina::06.Fatores_de_Risco ","Estratégia"
"Quais são as duas principais opções de tratamento não hormonal para controle do sangramento associado aos miomas uterinos?<br>{{c1::<br><ul><li>AINES (p. ex. naproxeno); ou</li><li>Antifibrinolíticos (p. ex. ácido tranexâmico).}}</li></ul>","37"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::f)Não_Hormonal ","Estratégia"
"Qual é o tratamento indicado para paciente com miomas uterinos, sintomática, com prole constituída e refratária ao tratamento clínico?<br>{{c1::Histerectomia.<br><img src=""paste-bc76feebc29d35fdfb4dae722b6331c6e82bed0e.png"">}}","35"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::e)Histerectomia ","Estratégia"
"Quais são as principais indicações médicas para considerarmos tratamento cirúrgico definitivo dos miomas uterinos?&nbsp;<br>{{c1::<br><ul><li>Pacientes com prole constituída e falha do tratamento clínico; ou</li><li>Suspeita de malignidade (sarcoma).}}</li></ul>","36"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::e)Histerectomia ","Estratégia"
"Em geral, quando há indicação de miomectomia laparotômica para o tratamento de miomas uterinos sintomáticos?<br>{{c1::Miomas intramurais/subserosos múltiplos (&gt; 5) e/ou quando eles são grandes.<br><img src=""paste-7493a123d0cf0ea25f397d21b75d5572a0792051.png"">}}","33"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::d)Laparotomia ","Estratégia"
"Em geral, quando há indicação de miomectomia laparoscópica para o tratamento de miomas uterinos sintomáticos?<br>{{c1::<br><ul><li>Até 5 miomas intramurais/subserosos pequenos;</li><li>Mioma intramural/subseroso único &lt; 10 cm.</li></ul><br><img src=""AlexandreM_Gin_Leg_114.jpg"">}}<br>","32"," Estratégia::Ginecologia::Miomatose_Uterina::08.Tratamento::c)Laparoscopia ","Estratégia"
"Qual é a definição de abortamento?<br>{{c1::Interrupção da gestação antes de 20 semanas ou com peso &lt; 500 g.}}","01"," Estratégia::Obstetrícia::Sangramento_1ª_Metade::01.Abortamento::a)Definição ","Estratégia"
"Qual é a classificação cronológica do abortamento?<br>{{c1::<br><ul><li>Abortamento precoce: idade gestacional &lt; 12 semanas;</li><li>Abortamento tardio: idade gestacional entre 12 e 20 semanas.}}</li></ul>","03"," Estratégia::Obstetrícia::Sangramento_1ª_Metade::01.Abortamento::b)Classificação ","Estratégia"
"Qual é a principal causa de abortamento precoce?<br>{{c1::Anomalias cromossômicas.}}","05"," Estratégia::Obstetrícia::Sangramento_1ª_Metade::01.Abortamento::d)Etiologia ","Estratégia"
"Qual é a principal causa de abortamento tardio?<br>{{c1::Incompetência istmocervical.}}","06"," Estratégia::Obstetrícia::Sangramento_1ª_Metade::01.Abortamento::d)Etiologia ","Estratégia"
"Qual é a definição de abortamento de repetição ou habitual?<br>{{c1::Três ou mais abortamentos consecutivos.}}","02"," Estratégia::Obstetrícia::Sangramento_1ª_Metade::01.Abortamento::a)Definição ","Estratégia"
"Qual é o risco de novos abortamentos quando a mulher teve um abortamento esporádico prévio?<br>{{c1::Baixo, similar ao risco de uma primeira gestação.}}","04"," Estratégia::Obstetrícia::Sangramento_1ª_Metade::01.Abortamento::c)Epidemiologia ","Estratégia"
